step,price,fundamental,return_,mispricing,abs_mispricing,rolling_volatility,rolling_momentum,buy_demand,sell_demand,net_demand,volume,aggregate_leverage,avg_leverage,max_leverage,n_margin_calls,n_defaults,avg_wealth,wealth_fundamental,wealth_momentum,wealth_noise,wealth_rl,pct_hedge,pct_speculative,pct_ponzi,bubble,crash,drawdown,gini
17,102.5666458400899,98.45360762188825,0.00415159025778955,0.04177640939271421,0.04177640939271421,0.004255455939243037,0.015497201766881458,18.195177881636475,10.6207887559491,7.574389125687375,28.815966637585575,8.106737503075996,0.23162107151645703,1.8595920703646058,0,0,1107.994017718304,1000.0,999.9608888717173,1377.9986175782046,0.0,0.9428571428571428,0.05714285714285714,0.0,False,False,0.0,0.08881065586170189
18,101.9166971991421,99.08250380098127,-0.0063368421149417875,0.028604378063090147,0.028604378063090147,0.0044893558491341055,0.003166849866699797,7.1586138651368865,22.133865385203137,-14.975251520066251,29.292479250340023,4.811530445728674,0.13747229844939068,0.920458588531486,1,0,1168.68821148647,1000.0,999.809803093314,1590.503838655987,0.0,1.0,0.0,0.0,False,False,-0.006336842114941763,0.13448101000781487
19,101.64427432993155,99.01170724830328,-0.0026729954629343133,0.02658844246596283,0.02658844246596283,0.004448690023784526,6.8447709149136905e-06,28.475977012731864,28.15565122660107,0.32032578613079465,56.63162823933293,6.547455951567496,0.1870701700447856,1.8529277937504265,0,0,1167.91860499695,1000.0,999.7968622584085,1587.8166863601214,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.008992899227653518,0.13414428992034644
20,101.69577577376913,99.10571715985097,0.0005066831769628966,0.026134300705786394,0.026134300705786394,0.004184945335870972,0.00596904702667765,12.70311524069054,4.173304950504148,8.529810290186392,16.87642019119469,5.717008351321201,0.16334309575203432,1.255619222815188,1,0,1202.0411843375762,1000.0,999.7968675461423,1707.2457114084457,0.0,1.0,0.0,0.0,False,False,-0.008490772601441376,0.15298096877493594
21,101.65155060782348,99.24082412038322,-0.0004348771186329925,0.024291681460806357,0.024291681460806357,0.0041731329931591786,0.007412202087806763,8.698189079331739,18.71627700282394,-10.018087923492201,27.414466082155677,5.410612421403853,0.15458892632582436,1.3713245485886245,0,0,1201.9103603422018,1000.0,999.7929078147129,1706.7898072903504,0.0,1.0,0.0,0.0,False,False,-0.008921957277350522,0.15292478225616501
22,101.08928326998823,99.170308474054,-0.005531320815798546,0.019350295723203237,0.019350295723203237,0.004364054857428481,-0.007604236658902914,8.128495432320618,9.93693814871122,-1.8084427163906032,18.06543358103184,5.599363250849844,0.15998180716713842,1.6861098606772205,0,0,1200.3683216904403,1000.0,999.7303932276816,1701.423929302699,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.014403927885143178,0.15246863486710982
23,101.64197876233203,99.34365477429984,0.005467399455861832,0.023135085912168094,0.023135085912168094,0.004243061403419102,-0.007010014616528942,19.374996467430925,6.895666432745248,12.479330034685677,26.270662900176173,6.991874856957102,0.19976785305591718,1.6801853172474681,0,0,1202.0585462356155,1000.0,999.7303932276816,1707.3397152108132,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.009015280456762802,0.15298979039627847
24,101.56596784296414,99.28683485578239,-0.000747829984160564,0.022955037195941178,0.022955037195941178,0.004210136961042918,-0.004702866830344529,7.351268691914585,17.469814337709984,-10.118545645795399,24.821083029624567,6.009010160520559,0.17168600458630168,1.681384568088526,0,0,1201.83472018896,1000.0,999.7303932276816,1706.5563240475203,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.009756368543882236,0.152928333274863
25,101.77954339329439,99.07865108566845,0.0021028259255153614,0.027260083560187005,0.027260083560187005,0.004135374568695901,-0.004591726675952983,5.936820044663541,2.3250367826773677,3.6117832619861736,8.261856827340909,6.502171681101388,0.18577633374575395,1.6793259830643406,0,0,1202.4450269342024,1000.0,999.7303932276816,1708.692397655866,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.007674058563079802,0.15311654761039306
26,101.884971475923,99.55904671105725,0.001035847471050344,0.02336226432155486,0.02336226432155486,0.0041108464245611055,-0.0025221621225249417,11.511102459039378,10.603155294321589,0.9079471647177897,22.114257753360967,6.617039856635918,0.1890582816181691,1.6784878082852408,0,0,1202.7447643751082,1000.0,999.7303932276816,1709.7414786990369,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.006646160246184684,0.1532457612675182
27,102.14986669678387,99.63979205662025,0.0025999440057111745,0.02519148814298282,0.02519148814298282,0.004049919123192681,-0.004063495884966582,13.525830059291085,4.216844128352806,9.30898593093828,17.742674187643892,5.487075920770991,0.15677359773631402,1.0986200818589245,1,0,1241.2331853979892,1000.0,999.7303932276816,1844.4509522791218,0.0,1.0,0.0,0.0,False,False,-0.004063495884966582,0.1717785259314697
28,102.0902377983946,99.8914283858623,-0.0005837393656741297,0.022011992901319825,0.022011992901319825,0.0038676070699696654,0.0017027690655378805,20.20050822756398,30.25206098427751,-10.05155275671353,50.45256921184149,5.35200610913069,0.15291446026087685,1.5049547612919736,0,0,1241.0559439509886,1000.0,999.7303932276816,1843.8306072146202,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.004644863228130403,0.17168918274107647
29,102.63923826793459,99.19914978984933,0.005377600066170274,0.034678608489820635,0.034678608489820635,0.0040261721565341664,0.009788686520338987,48.91648586268696,13.090817609893337,35.825668252793626,62.0073034725803,7.516189443011237,0.21474826980032105,1.6376535278744888,1,0,1275.1345723181,1000.0,999.7444155429291,1963.098795341885,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,0.0,0.18547951766901938
30,102.7923776829713,99.25770985431133,0.0014920162855940333,0.03561101534428004,0.03561101534428004,0.003793226958189379,0.01078316086246947,23.406110703811027,15.311804366327436,8.09430633748359,38.71791507013846,8.86661431912543,0.253331837689298,1.6364115553116056,0,0,1275.7590023070547,1000.0,999.7669010488447,1965.2730575502687,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,0.0,0.18575266048913242
31,103.99943046952527,99.5820495570816,0.011742629305421026,0.044359208633394986,0.044359208633394986,0.004415959233392952,0.02309733444952568,49.398346104357316,0.054298341287004614,49.344047763070314,49.45264444564432,8.846432752229662,0.252755221492276,1.932809708358143,2,0,1352.7137197561108,1000.0,999.9621387143482,2234.516949789214,0.0,0.9428571428571428,0.05714285714285714,0.0,False,False,0.0,0.21055134979621637
32,102.84643881588761,99.47509345035932,-0.011086518920654265,0.033891351579485314,0.033891351579485314,0.004815839229997497,0.017382213910908703,2.172799812085646,43.176020342519436,-41.003220530433794,45.34882015460508,8.195798181939177,0.23416566234111932,1.953794497728406,0,0,1347.6206608654613,1000.0,999.5626732067245,2216.8909764257523,0.0,0.9428571428571428,0.05714285714285714,0.0,False,False,-0.011086518920654232,0.20864168323011767
33,102.9816890364564,99.60278677508325,0.0013150695554069447,0.03392377232379231,0.03392377232379231,0.004715727407119648,0.013180678794703481,20.025825160330413,8.551196950860373,11.47462820947004,28.577022111190786,6.911758157828361,0.19747880450938174,1.5662163076669906,1,0,1391.3405915508442,1000.0,999.597937430706,2369.8931017126024,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.009786028908755323,0.22065866215387753
34,102.82247463262252,99.62351843830979,-0.0015460457613734047,0.03211045187380758,0.03211045187380758,0.004672760895725286,0.012371336741467552,8.737557824733553,33.68032174368665,-24.942763918953094,42.417879568420204,6.648986000604902,0.18997102858871148,1.5005198628205485,0,0,1390.68539901247,1000.0,999.5664591219595,2367.615666982665,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.011316945021613654,0.22042201287091379
35,103.22721259088756,99.9540672909486,0.003936279103485374,0.03274649435136455,0.03274649435136455,0.004725026530168318,0.014223577246747103,13.114108963267,12.877465641315244,0.23664332195175675,25.991574604582244,6.299074859210156,0.17997356740600448,1.63768033224153,0,0,1392.2970656995092,1000.0,999.6415663655658,2373.2189467655,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.007425212572332169,0.22102847396344782
36,103.00728145505185,100.12822038955152,-0.002130553856058759,0.02875374249436646,0.02875374249436646,0.004748554466039218,0.011015461484366974,17.54820568762254,27.68012412387921,-10.131918436256669,45.22832981150175,5.35782915740187,0.15308083306862486,1.3146518834970349,0,0,1391.465034475418,1000.0,999.594643253073,2370.330299037427,0.0,1.0,0.0,0.0,False,False,-0.009539946613112844,0.22069521764948208
37,103.2118169698755,100.03549973834932,0.001985641324908638,0.03175190047367275,0.03175190047367275,0.004686805896933563,0.01039600253462749,15.091144859902641,10.384776294758435,4.706368565144206,25.475921154661076,5.713698513350448,0.16324852895286995,1.2558367449253762,0,0,1392.243724338272,1000.0,999.6284390493587,2373.0388156592717,0.0,1.0,0.0,0.0,False,False,-0.007573248200436619,0.2210038003600603
38,103.37711819365776,100.76188201432242,0.00160157265548877,0.025954618225209485,0.025954618225209485,0.004435248258539178,0.012605322732272103,19.347853523240246,7.5909924912876185,11.756861031952628,26.938846014527865,6.282919347319602,0.17951198135198862,1.4164564002922653,0,0,1392.931026250703,1000.0,999.65421612848,2375.4314838132213,0.0,1.0,0.0,0.0,False,False,-0.005983804652178891,0.22126967389066476
39,103.65930180009423,100.55379695427023,0.002729652474040112,0.030884013730842208,0.030884013730842208,0.00438451474205426,0.009938338878712396,9.294998996132456,3.2168915489644245,6.078107447168032,12.51189054509688,6.545763746562118,0.18702182133034623,1.415028509373726,0,0,1394.1513673362165,1000.0,999.7075713599136,2379.675999996801,0.0,1.0,0.0,0.0,False,False,-0.0032704858853117064,0.22174965756217224
40,103.81445882008099,100.44466476887132,0.0014967978492270717,0.03354876099157429,0.03354876099157429,0.004384349595023839,0.009943160768806684,15.816819159592573,22.96450725721368,-7.147688097621106,38.78132641680625,6.276764771327251,0.17933613632363574,1.4143270556663432,0,0,1394.7875270927777,1000.0,999.7307014055739,2381.8909941219345,0.0,1.0,0.0,0.0,False,False,-0.001778583292323708,0.22200331673788765
41,104.13918196959841,100.39669695574517,0.003127918338236446,0.037276973519387066,0.037276973519387066,0.004393130520199216,0.0013437717826166081,25.292422565260424,9.412083804488027,15.880338760772396,34.70450636974845,6.833205701634619,0.19523444861813197,1.4331508738870202,0,0,1396.2799512991626,1000.0,999.779133022789,2387.0902630356754,0.0,1.0,0.0,0.0,False,False,0.0,0.2225850104711753
42,103.7262905059146,100.37540872517285,-0.00396480417720535,0.0333834932609485,0.0333834932609485,0.0042847018508064905,0.008555003947215695,16.487458203125822,26.090977932861193,-9.603519729735371,42.57843613598702,6.526758117403183,0.18647880335437667,1.6864420443360322,0,0,1394.4731464953993,1000.0,999.7708105443164,2380.770607461739,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.003964804177205295,0.22186960735048178
43,103.59914330389354,100.43257554962233,-0.001225795325379142,0.0315292895451701,0.0315292895451701,0.0042066230698107375,0.00599576753124097,10.13682287830108,7.630637614585675,2.5061852637154054,17.767460492886755,6.591909074185551,0.18834025926244433,1.6882123975508803,0,0,1393.8982187583892,1000.0,999.754494372089,2378.7665184683174,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.005185739464157925,0.22164639317995016
44,103.38718903235066,100.6478215857649,-0.0020459075701151352,0.02721735456789262,0.02721735456789262,0.004242379606318861,0.00549213002065775,7.820051707381772,7.39890219838162,0.421149509000152,15.218953905763392,6.752151664489796,0.19291861898542276,1.6909480005901867,0,0,1392.9460734837185,1000.0,999.7354319439976,2375.443541221016,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.007221037490646702,0.22128821325151438
45,103.25260940507816,100.14908370561909,-0.00130170506164351,0.030989057359542663,0.030989057359542663,0.004258893024910035,0.0002460282860804666,2.8822824548790527,4.871706564518686,-1.989424109639633,7.753989019397738,6.6395916045651875,0.18970261727329107,1.692823882008061,0,0,1392.3421270914782,1000.0,999.7243450118309,2373.335272314259,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.00851334289123828,0.22106158624481287
46,103.62001913789307,100.28371392774093,0.003558357846177973,0.03326866426742129,0.03326866426742129,0.004303268717664566,0.00594848902122116,28.627848068917814,19.763271610450772,8.864576458467042,48.391119679368586,6.867500493481558,0.19621429981375882,1.9140223054259118,0,0,1394.02446420673,1000.0,999.7257009096336,2379.2227742687387,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.004985278565534581,0.22171501522530934
47,103.558770153946,100.35641295799306,-0.0005910921891025822,0.03190984115079299,0.03190984115079299,0.004294722113979059,0.003361564540344888,0.9146692782740646,9.74738839170221,-8.832719113428144,10.662057669976274,6.679355605904789,0.19083873159727968,1.8649730228592467,0,0,1393.726357924478,1000.0,999.720235826005,2378.18213482267,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.005573423995416558,0.22160128916462218
48,103.26388477174854,100.84141653295524,-0.002847517228710794,0.024022552658228787,0.024022552658228787,0.004356305324455964,-0.0010953431851051106,15.220327796986016,6.584158545205573,8.636169251780444,21.804486342191588,5.536579690127562,0.15818799114650176,1.364787229074564,1,0,1460.9819991426755,1000.0,999.705366682341,2613.5843136581925,0.0,1.0,0.0,0.0,False,False,-0.008405070803277506,0.25326228781522553
49,102.84815962126105,101.4624035167813,-0.004025852323940704,0.01365782848077867,0.01365782848077867,0.004320565774102629,-0.007825078548160183,6.751318421189121,30.517943061383356,-23.766624640194234,37.269261482572475,5.539650026502632,0.15827571504293234,1.3669530215406143,0,0,1459.3293964912477,1000.0,999.705366682341,2607.8002043781967,0.0,1.0,0.0,0.0,False,False,-0.012397085553391952,0.25270099630472576
50,102.81404613623248,101.55962487212575,-0.0003316878508491383,0.012351574414401127,0.012351574414401127,0.004309688328846655,-0.00963654480521164,12.015679841403104,18.60557261343914,-6.589892772036036,30.621252454842242,5.843885751864839,0.1669681643389954,1.2030889510308704,0,0,1459.188614772881,1000.0,999.705366682341,2607.3074683639115,0.0,1.0,0.0,0.0,False,False,-0.012724661441577138,0.2526546920023778
51,102.95319724365035,101.34212229412135,0.0013534250683364668,0.015897387118588627,0.015897387118588627,0.003394302400660578,-0.011388458249021847,22.859230287927225,19.325234334566826,3.5339959533603995,42.18446462249405,5.632757923813293,0.1609359406803798,1.5416522392010148,0,0,1459.717218869086,1000.0,999.705366682341,2609.157582700631,0.0,0.9428571428571428,0.05714285714285714,0.0,False,False,-0.011388458249021847,0.2528287195340517
52,102.95895067157707,101.20974694200876,5.5883916971533054e-05,0.017282957248876116,0.017282957248876116,0.0023711250747880898,-0.007397737165716721,22.72028070850961,18.093401920529075,4.626878787980534,40.81368262903868,6.231683172923608,0.17804809065496024,1.2030361519843076,0,0,1459.715609073313,1000.0,999.705366682341,2609.151948415425,0.0,1.0,0.0,0.0,False,False,-0.011333210763705515,0.2528294655657335
53,102.10356577728625,100.91715813271429,-0.00830801876584164,0.011756253015089216,0.011756253015089216,0.002968287085817342,-0.01443619588841797,1.4297325061939181,17.62602921636494,-16.196296710171023,19.05576172255886,4.977237121967153,0.14220677491334724,1.2051601031315267,0,0,1456.6888170172556,1000.0,999.705366682341,2598.5581762192237,0.0,1.0,0.0,0.0,False,False,-0.019547073001845012,0.2517838404674011
54,102.40183262208676,100.91302654637745,0.0029212186913345484,0.014753358675899811,0.014753358675899811,0.00304257553662261,-0.009530739925191102,15.27780363352825,8.18159370040751,7.0962099331207416,23.45939733393576,5.410610998654708,0.1545888856758488,1.4026076425315401,0,0,1457.7914878472181,1000.0,999.705366682341,2602.417524124093,0.0,1.0,0.0,0.0,False,False,-0.016682955585524396,0.25215169544561955
55,102.68855186930838,100.99857666950443,0.002799942538916911,0.01673266352390316,0.01673266352390316,0.002974650418418659,-0.005462888918931628,15.959824857883273,16.512508685743427,-0.5526838278601538,32.4723335436267,5.6647658465451975,0.1618504527584342,1.5139049719172863,0,0,1458.8431294309198,1000.0,999.705366682341,2606.098269667048,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.013929724363626297,0.2524955330817198
56,103.26766114041416,100.6893322526435,0.005639472565966308,0.025606773131648962,0.025606773131648962,0.0032032201161850647,-0.003400481879954119,20.487861664580194,6.277073781457388,14.210787883122805,26.764935446037583,5.991830889958671,0.17119516828453346,1.5242186115884298,0,0,1461.2103761444887,1000.0,999.705366682341,2614.38363316454,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.008368808096060077,0.2532754761871163
57,103.93718575173855,100.41117281766356,0.006483390869229,0.03511574295101481,0.03511574295101481,0.003472108116525073,0.0036541144437116945,28.478617394188984,10.145762968743698,18.332854425445284,38.62438036293268,6.6629017224064215,0.19036862064018348,1.7277635013533112,0,0,1464.2943677972057,1000.0,999.705366682341,2625.1776039490496,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.0019396754808274446,0.25426552026794713
58,104.97975344768966,100.9320041675874,0.0100307477868542,0.040103724418088314,0.040103724418088314,0.004059575174896334,0.016616348297701852,29.140331185353357,0.1903414781748658,28.949989707178492,29.330672663528222,8.034627176007708,0.22956077645736309,1.7071273548003285,0,0,1469.9678045518815,1000.0,999.7625116074857,2645.0060601278424,0.0,0.9428571428571428,0.05714285714285714,0.0,False,False,0.0,0.2561222653565989
59,106.0071217107446,100.93546980090562,0.009786346693668513,0.05024647846631881,0.05024647846631881,0.004496990440825387,0.030714813965718478,36.21994114108065,1.4371866145553414,34.78275452652531,37.657127755636,7.742152990450787,0.22120437115573677,1.6662580529100965,1,0,1547.7925400566055,1000.0,1000.0185782408198,2917.2646010777094,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,0.0,0.2860014652968621
60,105.97797579184694,100.9472529693658,-0.00027494302672592674,0.04983516316197131,0.04983516316197131,0.004506344427189195,0.03077332110266472,30.27166639276522,40.45077990140162,-10.179113508636398,70.72244629416684,7.771765847935683,0.22205045279816238,1.5750047288027549,0,0,1547.5910190433196,1000.0,1000.005150068668,2916.5659916172854,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.0002749430267259153,0.28593796323251697
61,105.84813646567966,101.02383705153244,-0.001225153860480499,0.0477540702763679,0.0477540702763679,0.004505463360300617,0.02811898318396181,14.984389314055655,15.291150134094604,-0.30676082003894933,30.27553944815026,7.648168241469419,0.21851909261341196,1.8062591568045672,0,0,1546.769735303189,1000.0,999.9452162595293,2913.7214654313984,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.0014997600396957666,0.28568170331214304
62,105.48843266138455,100.38233938909083,-0.003398300776053187,0.05086645024780754,0.05086645024780754,0.004476956424440039,0.024567868779822075,8.589828605577138,13.314518373450465,-4.724689767873327,21.9043469790276,7.422873903314223,0.2120821115232635,1.8116796233083838,0,0,1544.580958060276,1000.0,999.7934986811666,2906.136603870383,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.004892964180042214,0.2849881770032443
63,104.90743145282947,100.28408655913687,-0.005507724343768339,0.046102477993517424,0.046102477993517424,0.004669477363914453,0.02746099662825844,8.655725393210282,24.993094031411047,-16.337368638200765,33.64881942462133,6.749253786864966,0.19283582248185616,1.410963274550503,0,0,1541.3304935661313,1000.0,999.579389259376,2894.8670328517715,0.0,1.0,0.0,0.0,False,False,-0.010373739425882992,0.2839240602102222
64,105.1433086987989,100.07130442711129,0.002248432191150229,0.05068390285031112,0.05068390285031112,0.004639740121056524,0.026771748185694534,11.655835989085517,9.278736174979128,2.377099814106389,20.934572164064647,7.085630202344437,0.20244657720984108,1.325830209609539,0,0,1542.6449237655308,1000.0,999.6765506232199,2899.418957867748,0.0,1.0,0.0,0.0,False,False,-0.00814863188440047,0.2843479014542636
65,105.31596198263303,100.05376855901284,0.0016420758103468103,0.0525936553855689,0.0525936553855689,0.00461567343298283,0.025586202799592943,24.52640335164682,4.728096199458259,19.798307152188563,29.254499551105077,8.215927668211556,0.23474079052033017,1.7293659673068662,0,0,1543.7007377890404,1000.0,999.7458840767935,2903.079640223245,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.006519936745358474,0.28467755639770154
66,105.42406549786696,99.98744272039413,0.0010264684782708144,0.05437305555134418,0.05437305555134418,0.0045783517063287624,0.020881700366203834,17.40784488856655,12.811554739100426,4.596290149466125,30.219399627666977,8.2914770667566,0.2368993447644743,1.6082978749447243,0,0,1544.360317497163,1000.0,999.7873734537554,2905.367424513194,0.0,0.9714285714285714,0.02857142857142857,0.0,False,False,-0.005500160776637136,0.2848809730611732
